,ID,Sex,Bwt,Hwt,Name
0,785965,F,2.9,10.3,Merry Christmas
3,228989,F,2.3,8.4,Hera
4,365636,F,2.1,7.1,Rhea
5,778899,F,2.7,10.7,Torts
6,309277,F,2.4,9.1,Bambi
7,767032,F,2.3,8.5,DoDi
8,712964,F,2.4,10.9,Dawnstar
9,908038,F,2.5,9.3,Meow-mee
10,206461,F,2.3,9.7,Umgowa
11,854109,F,2.6,10.8,Gub-Gub
12,540710,F,2.4,10.4,Bitney
13,714276,F,2.1,7.5,Goliath
14,470021,F,2.4,11.0,Johann-Sebastian Puss
15,646900,F,2.2,7.8,Links
16,586056,F,2.1,6.7,Little Lord Fauntleroy
17,586802,F,2.3,7.9,Macaroni
18,232098,F,2.4,7.8,Grand
19,510318,F,2.0,8.3,Frangelico
20,514536,F,2.5,9.8,Pangur
21,151441,F,2.3,8.8,Murrimann
22,553694,F,2.6,12.0,Zapato
23,609032,F,2.3,8.9,Strepe
24,242304,F,2.1,8.4,Brontë
25,267272,F,2.4,9.4,Stoner
26,112349,F,2.7,10.6,Logitech
27,516132,F,2.7,10.4,Hovis
28,470741,F,2.6,11.8,Zucker
29,311725,F,2.7,10.8,Mondavi
30,865661,F,2.1,8.1,Bebee
31,738655,F,2.7,9.6,Shamus Blue
32,612561,F,2.4,7.7,Salem
33,466711,F,2.5,10.5,Meowie Face
34,761539,F,2.4,11.0,Cal
35,232496,F,2.2,9.2,Kaycee
36,866171,F,2.5,10.2,Sashi
37,236489,F,2.6,10.2,Sashimi
38,132614,F,2.3,6.7,Ali Kat
39,456987,F,2.2,9.8,Cute
40,335208,F,2.5,8.9,Coco Bean
41,563811,F,2.8,10.2,Tons A Fun
42,590156,F,2.4,9.6,Ronja
43,781447,F,2.2,7.7,Eiko
44,638742,F,2.4,8.2,Squeak
45,791563,F,2.3,9.8,Binxy
46,211007,F,2.4,12.4,Ord
47,359253,F,2.6,10.2,Newtie
48,402361,F,2.2,8.1,Greyjob
49,315469,F,2.4,9.0,Dahawk
50,232242,F,2.0,7.6,Stefean
51,485769,F,2.4,11.5,Syndrome
52,496145,F,2.6,11.3,Beraal
53,513267,F,2.1,8.4,Furbag
54,930459,F,2.4,9.9,Royal
55,972247,F,2.9,11.0,Saffron
56,797398,F,2.2,8.8,Capreesch
58,443730,F,2.6,11.0,Marf
59,466054,F,2.3,10.3,Vandy
60,952208,F,2.2,8.3,Tanjia
61,123257,F,2.0,9.9,Bubble
62,219113,F,3.1,8.6,Simba Kie
63,679756,F,2.8,8.7,Persil
64,345005,F,3.0,10.2,Prinstin
65,815720,F,2.9,9.2,Ursa Minor
66,519487,F,2.5,11.1,Imshi
67,255032,F,2.3,9.1,Fuzzy Inky Kitty
68,826326,F,2.4,9.1,Smoocher
69,260380,F,2.2,8.0,Rhedd Butler
70,786183,F,2.7,10.3,Tishy Baby
71,597752,F,2.3,9.9,"E.T. (""Extra Terrestrial"")"
72,640014,F,2.6,9.9,Boo-Boo Kitty
74,845042,F,2.6,8.4,Wilkerson
75,274299,F,2.5,10.2,Demie-Lune
76,347769,F,2.6,9.9,Bello
77,720762,F,2.6,9.9,Focker
78,145202,F,2.3,10.8,Alfonzo
79,351014,F,2.3,10.3,Grant
80,395173,F,2.9,11.2,Addis
81,347673,F,2.3,9.8,Pigasus
82,574372,F,2.4,7.5,Fortuna
83,851607,F,2.5,10.9,Brockie
84,586745,F,2.4,7.5,Hodori
85,204693,F,2.4,7.7,Dick
86,220064,F,2.1,7.7,Booger Buddy
87,187182,F,2.1,8.0,Sumatra
88,378174,F,2.0,9.4,Mimmi
89,390156,F,2.5,10.3,Phyllo
90,414764,F,2.3,9.5,Mr. Men
91,591656,F,2.3,10.0,FleeBag
92,335131,F,2.6,11.3,Tripsy
94,934224,F,2.4,8.4,Pashmak
95,638395,F,2.0,7.5,Pussita
96,263978,F,2.0,7.3,Tiffy
97,638367,F,2.2,8.2,Nori
98,209363,F,2.2,9.6,Lambolina
99,373552,F,2.0,10.0,Muffin Man
0,845423,M,3.4,12.5,Frau Grau
1,858190,M,2.4,11.5,Gestapo
2,503483,M,3.3,12.2,Catsup
3,344921,M,3.1,8.5,Hantu
4,307986,M,2.0,6.2,Sycko
5,807955,M,2.8,12.4,Queen
6,113095,M,2.0,7.1,Matok
7,229247,M,2.9,12.7,Oscer
8,633491,M,2.6,12.2,Malkinor
9,246545,M,2.3,8.1,Bunji Fujimoto
10,297269,M,3.0,12.8,Gypsaroo
11,693064,M,2.7,11.0,Freddy
12,240333,M,3.0,13.4,Sashquatch
13,272271,M,3.6,12.4,Astroman
14,322007,M,2.8,8.9,Pigeon Poop
15,782635,M,2.2,6.3,Tickle-Ear
16,998493,M,2.7,10.6,Horace
17,130945,M,3.0,9.0,Pigment
18,562991,M,2.6,8.5,Clowie
19,980800,M,2.9,12.8,Buggerlugs
20,153586,M,3.1,14.1,Atlas
21,363602,M,2.2,5.5,Lander-man
22,623084,M,2.9,11.8,Bagoas
23,520902,M,3.3,14.5,Crybaby
24,731532,M,2.7,9.1,Confucius
25,710314,M,3.0,9.7,Hardangervidda
26,924264,M,2.3,7.3,Spiffy
27,766452,M,3.1,14.2,Mohican
28,977708,M,3.3,13.7,Connie
29,302509,M,2.3,9.2,Laska
30,286174,M,2.6,11.9,Chevis Regal
31,314617,M,3.0,10.5,Chong
32,505090,M,3.1,11.7,Maniac
33,946623,M,2.9,11.7,Kittyina
34,695740,M,2.8,10.3,Meri-Mehkmet
35,642519,M,2.2,9.1,Woodstock
36,207561,M,3.4,12.1,Cyrano
37,371642,M,2.8,10.4,Willafurs
38,999924,M,2.8,11.8,Spaz
39,898799,M,2.7,12.5,Frou-Frou
40,795161,M,2.9,14.7,Mosby
41,950560,M,2.4,7.6,Cheeta
42,388431,M,3.2,10.5,Boubie Or Bouba
43,959047,M,3.0,10.8,Moselle
44,983417,M,2.8,11.7,Alakazam!
45,278440,M,2.3,7.6,Guy
46,896813,M,3.2,10.7,Fur
47,937279,M,3.5,14.9,BrightSpot
48,906177,M,3.0,11.6,Gustav Mahler
49,598680,M,2.9,8.5,Tigerkitty
50,839297,M,3.0,12.6,Joelle
51,766084,M,3.1,11.7,Flipper
52,528625,M,2.3,12.0,Webster
53,469458,M,2.8,8.0,Sine
54,238235,M,2.5,7.6,Whiner
55,894952,M,3.6,15.4,Inkus Stinkus Domininkus
56,113262,M,3.0,12.3,Chery
57,802102,M,2.6,11.0,Adriatic
58,572061,M,2.6,12.1,Werner Kitten
59,375177,M,2.0,6.9,Kasper
60,772737,M,2.8,10.1,Mr. Fatcat
61,380965,M,2.6,8.9,Baja
62,750610,M,2.9,12.3,Bees
63,900012,M,2.6,9.9,Uglier
64,312630,M,3.7,14.0,Maggie Elise
65,368528,M,2.8,11.4,Pfeiffer
66,218416,M,2.4,8.0,Izy
67,412912,M,3.0,10.3,Trixie
