,ID,Sex,Bwt,Hwt,Name
0,344535,F,2.1,7.3,Purrdita
1,624428,F,2.0,8.6,Stroodles
2,500448,F,2.9,10.0,Willow
3,265709,F,2.4,7.8,Mann
4,587489,F,2.0,9.3,Levi
5,233716,F,3.2,11.7,The Poop
6,376955,F,2.4,7.9,HunBun
7,487967,F,2.2,7.8,Solomon
8,447540,F,2.3,9.0,Tofu
9,399023,F,2.2,9.3,Steviekins
10,847274,F,2.3,6.9,Wishbone
11,699146,F,2.5,10.2,Awk
12,151253,F,2.3,9.9,Bridget
13,557010,F,2.3,10.6,Tombo
14,839204,F,2.4,9.4,Freaky Mc.Cutey
15,529781,F,2.7,8.9,Stinkey Pukey
16,240586,F,2.6,8.2,Justus
17,426643,F,2.3,8.4,Lisa Marie
18,475578,F,2.4,9.6,Chee-Chee
19,148006,F,2.4,10.7,K-mart
20,526922,F,2.8,10.9,Guenivere
21,666690,F,2.3,10.9,Oksana
22,780341,F,2.6,10.2,Toody Boots
23,525525,F,2.4,9.7,Ramsay
24,322997,F,2.4,8.7,Coco Bean
25,293259,F,2.2,8.0,Cassie
26,842717,F,2.0,8.8,Jelly Roll
27,226406,F,2.6,9.9,O.J. Simpson
28,142433,F,2.1,7.4,Dangerous
29,487298,F,2.4,7.6,Ayla
30,222530,F,2.7,9.0,Coonmainea's Firebird Of Ambar
31,787809,F,2.3,11.6,Rodney
32,486657,F,2.3,7.9,Movie Star
33,281090,F,2.7,9.9,Lapis
34,553612,F,2.4,10.5,Haran
35,642392,F,2.8,9.2,Puffball
36,795132,F,2.1,9.7,Tess
37,659369,F,2.4,9.9,Karaoke
38,896977,F,2.4,9.6,Binbin
39,280819,F,2.3,8.4,Souverain
40,545118,F,2.0,8.3,Maso
41,151538,F,2.3,8.2,Lady Heidel von Squitenbaum of Berryburg
42,720466,F,2.2,9.4,Mark I love you
43,889809,F,2.5,8.1,Claw
44,394705,F,2.5,9.6,Spotta
45,355161,F,2.8,9.9,Vincent Van Gray
46,264126,F,2.1,7.2,Ehecatl
47,596554,F,2.5,11.2,Kailua
48,349834,F,2.5,10.9,Kaleipuss
49,371936,F,2.0,11.1,Chery
50,167850,F,2.4,9.0,Tiffi
51,967598,F,2.6,9.9,Bocephus
52,297806,F,2.4,9.4,Smoochie
53,366994,F,2.5,9.6,Joker
54,621141,F,2.1,10.0,Zer-Zer Kitty
55,769379,F,2.7,10.8,Utopia
56,836914,F,2.1,7.9,Cyrus Rumblethump
57,229132,F,2.8,9.4,Srinath
58,249155,F,2.2,7.3,Leroy Brown
59,704762,F,2.8,9.4,Iris
60,963424,F,2.3,9.2,Spare
61,112880,F,2.1,7.2,Tagger
62,815594,F,2.0,8.9,Winky
63,477970,F,2.3,8.4,Gerbil
64,395807,F,2.4,6.2,Dior
65,303416,F,2.0,9.2,Bobbin
66,651168,F,2.1,7.2,Lindy
67,133104,F,1.7,8.1,Zebedeus
68,690500,F,2.4,9.7,Peabody
69,275063,F,2.3,9.2,Amerito
70,401889,F,2.7,10.0,Cossacks Varuska
71,774641,F,2.5,9.4,Easter
72,545603,F,2.3,8.1,McKinley
73,561622,F,2.6,9.2,Vladimir Ramses Pani
74,344591,F,2.4,11.8,Moochmeister
75,193291,F,1.9,8.9,Cassius Clay
76,546113,F,2.6,11.2,Schrodinger
77,983644,F,2.6,10.3,Shpookums
78,624586,F,2.2,8.9,Rhode Island
79,443233,F,2.5,8.1,Petipoint
80,562042,F,2.2,10.7,Burroughs
81,205545,F,2.5,9.3,Jelly-Belly
82,911927,F,2.8,11.3,Omar Sharif
83,951524,F,2.7,9.3,Ramu
84,549720,F,2.6,10.8,Scooter Pie
85,378083,F,1.9,7.4,Kaya
86,169038,F,2.3,9.0,Batty Cat
87,675209,F,2.5,9.5,Marietta
88,572296,F,2.2,8.9,Ferret Face
89,274362,F,2.5,9.4,"Alfred ""Lord"" Tennyson"
90,257793,F,2.6,11.1,Kittaloon
91,218545,F,2.0,9.8,Kitty Monster
92,204804,F,2.0,7.3,Vanille
93,604049,F,2.5,10.7,Kolabara
94,350443,F,2.1,7.7,Semi
95,710124,F,2.2,8.6,Pretty Girl
96,893078,F,2.5,10.6,Marie
97,792400,F,2.3,8.1,Goalie
98,162506,F,2.5,7.7,Man
99,943335,F,2.8,12.9,Arbuckle
0,437575,M,2.5,7.3,Hair Licker
1,353168,M,2.8,12.4,Elfie
2,531093,M,3.3,13.7,Dillie Doodle
3,692083,M,2.5,9.0,Bigguy
4,155661,M,3.4,13.9,Kamere
5,168145,M,3.3,13.0,A.C. (Another Cat)
6,189702,M,3.5,14.2,Templeton
7,869613,M,3.1,11.9,Beaucoup
8,494251,M,3.1,11.9,Annabel
9,358807,M,2.6,11.8,Chianti
10,846783,M,3.1,12.3,Hini
11,861392,M,2.8,10.1,Teeny
12,712239,M,3.2,14.2,Furica
13,677594,M,2.5,8.5,Gung Ho
14,790525,M,2.9,8.8,Chicken
15,712434,M,2.9,9.4,Cuckoo
16,648045,M,3.3,11.7,Mahogany
17,964722,M,3.5,15.4,Sophia
18,854410,M,3.3,14.2,Cozmo
19,160645,M,3.2,10.9,Killian
20,348049,M,3.4,11.4,Marshall
21,724029,M,3.9,15.0,The Little Bastard
22,360686,M,2.8,11.7,Che Guevara
23,513611,M,3.6,15.3,Norma
24,285796,M,3.0,13.1,Dr. Pepper
25,978321,M,2.4,7.5,Grayce
26,159656,M,3.0,12.7,Helen
27,126474,M,3.1,10.6,Wimbleton
28,460123,M,2.6,11.3,Boulis
29,972273,M,2.6,10.7,Patrick Swayze
30,912909,M,3.7,12.6,Poco Loco
31,554912,M,2.8,10.9,Tomtom
32,784075,M,2.7,12.7,Shy-Ann
33,976401,M,3.1,13.5,Mr. Mir
34,665880,M,3.0,11.6,Aladara
35,938664,M,3.2,11.4,Captain Fluffy Pants
36,878866,M,3.5,12.2,Mouse McNasty
37,915528,M,3.3,16.0,Honeycomb
38,262666,M,2.8,12.3,Moussine
39,721507,M,3.4,12.5,Memnoch
40,181435,M,2.4,8.2,Wahine
41,362950,M,2.5,9.4,Niky
42,215492,M,2.6,10.9,Fiona
43,485083,M,2.7,12.1,Patti
44,115700,M,2.1,11.7,Tisi
45,479978,M,2.6,11.3,Country Kitty
46,656938,M,3.2,12.7,Jazzy-Cat
47,846270,M,2.8,9.6,Lowes
48,783708,M,3.2,11.3,Asja
49,481408,M,3.1,12.5,Egor
50,959868,M,2.8,10.1,Tattoo
51,602301,M,3.2,10.8,Bellissimo
52,442190,M,3.1,12.6,Nonsense
53,774848,M,3.2,11.3,Chicken Little
54,199613,M,2.4,7.6,Mandolin
55,292864,M,3.1,14.1,Jerri-cat
56,811457,M,2.8,10.0,Shannon
57,877621,M,3.2,12.0,Dobi
58,465605,M,3.1,12.0,Ruskin
59,860976,M,2.7,11.3,Sparecat
60,485744,M,2.2,7.9,Washington
61,586029,M,2.5,13.1,Nigthmare
62,875481,M,2.3,8.0,Milou
63,631779,M,4.1,17.7,The Widget
64,662566,M,3.1,10.4,Rachel
65,879050,M,3.3,13.6,Shadrach
66,123285,M,2.8,9.8,Anton B. Stanton
67,413632,M,3.7,14.5,Dr. Eggman
68,692294,M,2.5,5.8,Fat Knee
69,780146,M,4.0,15.3,Serafim
70,176465,M,3.4,14.6,Cino
71,367814,M,3.0,12.4,Koshka
72,572909,M,2.5,10.5,Flea Lady
73,133391,M,2.9,12.3,Chiffon
74,600906,M,2.4,9.2,Andrew Elliott James David
75,451491,M,2.6,10.6,Sara Rose
76,459124,M,3.3,12.4,Kurre
77,994708,M,3.2,12.4,Gotti
78,404589,M,3.2,13.2,Hashish
79,548954,M,3.0,13.9,Kassu
80,503525,M,2.0,5.3,Morgaine
81,468518,M,2.6,9.4,Isabelly Motzarelli
82,983372,M,2.1,6.2,Ying
83,506148,M,2.5,11.0,Francis
84,376045,M,2.1,7.0,Wheelock
85,809386,M,2.1,8.0,Salvatore
86,197015,M,2.6,7.4,Mie Mie
87,651868,M,2.4,9.7,Talyn
88,778138,M,1.7,3.9,Callieboo
89,569520,M,2.2,9.5,Budrow
90,784882,M,2.2,7.7,Carmen Sandiego
91,945703,M,3.2,10.4,Celestial
92,883971,M,3.1,9.1,Xtra Fun
93,813788,M,3.0,11.0,Sok
94,864267,M,2.8,12.4,Blue
95,562283,M,3.4,13.7,Piper Belle
96,806434,M,2.5,9.4,Rhodesia
97,753308,M,3.0,13.3,Clawde
98,546356,M,2.6,11.1,Marlboro
99,927983,M,2.9,12.9,Manuel
100,299556,M,2.7,11.1,Wrangler
101,354679,M,3.2,11.9,Mannaz
102,128370,M,2.0,6.3,Banjer
103,949562,M,3.4,12.9,Mouseman
104,625179,M,3.0,9.2,Pidge
105,928182,M,2.5,8.0,Charise
106,157520,M,2.1,6.8,Tommy girl
107,712339,M,2.4,9.8,Jules
108,462593,M,3.4,12.3,Kairo
