,ID,Sex,Bwt,Hwt,Name
0,122309,F,2.1,9.7,Snapes
1,821988,F,2.1,7.4,Hony
2,751050,F,2.7,11.6,Willy Wonka
3,275076,F,2.6,9.3,Cadence
4,717332,F,2.6,9.8,Flora Or Fauna
5,201104,F,2.2,8.0,Country Kitty
6,290753,F,2.5,10.3,Ordinary
7,934954,F,2.7,8.5,Furrball
8,626576,F,2.7,9.7,Honey-Lamb
10,345642,F,2.5,10.3,Outrigger
11,419972,F,2.0,7.9,Halsey
12,390589,F,2.5,8.8,Sara Burnheart
13,763208,F,2.4,9.1,Matt
15,883270,F,2.4,9.8,Zucchini
16,656060,F,2.4,8.6,Bosch
17,136486,F,2.2,7.9,Weird Al
18,490700,F,2.7,10.0,Pima
19,696428,F,2.1,8.9,Odd
20,383158,F,3.0,10.6,Mo-Jo
21,834196,F,2.6,7.6,Tennessee
23,200292,F,2.1,9.7,Frassy
24,429043,F,2.1,8.1,Pequena
25,656102,F,2.0,7.1,Dilly
26,963610,F,2.4,8.9,Robin Goodfellow
27,734888,F,2.5,10.6,Nibblet
28,208928,F,2.6,9.7,Laszlo
29,520254,F,2.7,10.1,Studmuffin
30,256357,F,2.8,9.9,Wembley
31,866448,F,2.5,8.4,Ayame
32,489314,F,2.4,10.7,The Great Pudge
33,925148,F,2.3,7.9,Advance Cat
34,934166,F,2.5,9.4,Fender
35,343584,F,2.6,10.3,Jaymes
36,854954,F,2.7,11.6,Sandy
37,449340,F,2.1,9.9,Dagne
38,766297,F,2.5,9.5,Chino
39,285962,F,2.5,9.3,Lagniappe
40,883465,F,2.3,9.8,Banjer
41,748063,F,2.4,6.7,Zazzy
42,941239,F,2.4,9.7,Portly
43,462136,F,2.3,9.9,Zimbra
44,792363,F,2.3,7.5,Uglier
45,631817,F,2.4,10.4,Inkster-Doodle
46,505587,F,2.4,8.6,Cloudy
47,889870,F,2.8,10.4,Garlic
48,896622,F,2.3,9.8,Peezer
50,747812,F,2.4,9.7,Lamaline
51,502168,F,2.2,9.6,Murka
52,271781,F,2.4,9.8,Cannoli
53,251074,F,2.4,8.1,Little Girl
54,543553,F,2.4,8.0,Aliki
55,186975,F,2.3,9.4,Wooly Mammoth
56,448754,F,2.4,9.4,Billie
57,645527,F,2.3,9.4,Hattori Hanzo
58,650235,F,2.2,8.8,"D.J. (""Donna Juanita"")"
59,372796,F,2.4,9.0,Abraham
60,457998,F,2.5,8.3,Dickie
61,907082,F,2.7,11.4,Mushroom
63,678730,F,2.0,7.1,Znoober
64,356174,F,2.5,7.7,Breathless Mahoney
65,859968,F,2.5,9.0,Scooby Doobie Doo
66,482031,F,2.4,8.6,Shakespeare
67,984646,F,2.5,8.2,Singe
69,577069,F,2.5,10.8,Henry Jones
70,135491,F,2.6,9.3,Candycane
71,543294,F,2.8,8.9,Bunky
72,359910,F,2.1,6.8,Milkshake
73,750907,F,2.0,6.6,Emo
74,368898,F,2.5,8.8,Monica
75,437486,F,2.6,9.4,Katie Scarlet
76,113007,F,2.6,9.8,Flossy
77,311250,F,2.2,7.6,Agadore
78,690834,F,2.4,9.2,Fruitcake
79,526008,F,2.7,9.6,Kinta
80,976375,F,2.3,9.8,Nijinsky
81,183277,F,3.2,11.6,Wookie
82,697201,F,2.0,9.9,Kairo
83,201274,F,2.5,8.9,Jasamine
84,236044,F,2.5,7.6,Smizza
85,390545,F,2.8,11.8,Arielle
86,975332,F,2.1,7.4,Kareem Abdul-JumpsFar
87,647013,F,2.6,8.5,Kimmy
88,567663,F,2.9,10.3,Astor
89,445637,F,2.0,7.1,Agima
90,609729,F,2.3,9.4,Miaumoto
91,336173,F,2.8,10.7,Ms. Meowkins
92,408677,F,2.8,8.7,Rabbit
93,133813,F,2.5,9.2,Savvers
94,579923,F,2.1,8.2,Catsy
95,538787,F,2.8,10.3,Anya
97,835878,F,2.3,7.8,Peta Ugo
98,290957,F,2.2,9.4,Pain
99,131654,F,2.8,11.8,Megellan
0,955482,M,2.4,9.2,Her Royal Princess
1,173969,M,2.9,12.3,Mama C
2,945999,M,3.1,12.7,Lumumba
3,360340,M,2.5,6.9,Hillary Rodham Kitten
4,837868,M,2.4,11.5,Trekkie
5,676334,M,3.5,15.0,Dozie Darlin
6,914665,M,2.3,10.3,Ubu
7,960096,M,2.9,16.5,Nelia
8,561891,M,3.9,17.6,Syndrome
9,625150,M,2.4,10.3,Templeton
10,530482,M,3.0,12.4,Mister Thumbs
11,156317,M,2.5,6.8,Robyn
