,ID,Sex,Bwt,Hwt,Name
0,112287,F,2.4,11.3,Nikia
1,590011,F,2.7,9.3,Jaws
2,988145,F,2.7,9.4,Budweiser
3,550894,F,2.5,9.8,Tikka
4,227897,F,2.1,8.2,Sinbad
5,663012,F,2.8,11.5,Oberon-Smiley
6,952184,F,2.8,9.1,Pandoura
7,118029,F,2.2,10.3,Betty Boop
8,281250,F,2.7,7.6,Zorba
9,696523,F,2.3,7.8,Pleiddes
10,634280,F,2.8,13.1,Wee Willy Wonka
11,752086,F,2.1,7.2,Niles
12,956528,F,2.3,8.9,Ethel
13,244111,F,2.2,9.0,Maggie Moneyeyes
15,296843,F,2.6,11.3,Baldwin
16,980890,F,2.0,8.4,Choo Choo Charlie
17,294087,F,2.0,8.7,Prescott
18,467647,F,2.1,7.9,Marilou
19,265753,F,2.8,11.2,Reina de Corazones
20,808087,F,2.0,5.8,Eli
21,845045,F,2.1,7.4,Golddigger
22,800782,F,2.2,9.3,Felini
23,763220,F,2.4,11.2,Mrs. Silverspoon
24,210603,F,2.4,10.8,Wiggy
25,118282,F,2.3,8.8,Brilla-Cat
26,481588,F,2.8,11.1,Kastine
27,684317,F,2.1,9.2,Ginginchicken
29,460365,F,2.6,9.0,Talara
30,357115,F,2.2,9.0,Issabella
31,860726,F,2.3,9.4,Jig-A-Boots
32,705323,F,2.7,8.4,Zero Gravity Kitty
33,740878,F,2.3,9.0,Mamie
34,786737,F,2.2,8.2,Ishmael
35,183965,F,2.3,7.8,Pesticus Domesticus
36,772516,F,2.6,9.9,Puffalump
37,280146,F,2.5,10.1,"E.T. (""Extra Terrestrial"")"
38,562815,F,2.9,10.5,Aberdeen
39,745287,F,2.4,10.8,Gatos
40,347015,F,2.4,7.7,Lamborghini
41,725697,F,2.3,9.1,Fredrika
42,126568,F,2.6,8.5,Eliot
43,377109,F,2.2,8.7,Chicken Chow Meow
44,239616,F,2.8,8.5,Pisa
45,855707,F,2.1,9.9,Tussie
47,461017,F,2.7,10.4,Gala
48,679062,F,2.0,11.0,Peepers
49,131354,F,2.0,9.4,Bum
50,143286,F,2.4,9.0,Perdita
51,896153,F,2.9,12.3,Dr. Zhivago
52,313523,F,2.2,7.0,Bennington
53,388112,F,2.2,7.5,Molly
55,849877,F,2.1,7.8,Sorassa
56,446994,F,2.7,10.0,Black Imp
57,324277,F,2.6,9.0,Bud Lite
58,804914,F,2.7,8.4,Showoff
59,792821,F,2.2,7.3,Littlefoot
60,789517,F,2.6,10.2,Whiteboy
61,713176,F,2.7,8.8,Jiggle Belly
62,650752,F,2.4,7.6,Anina
63,437194,F,2.4,7.6,Mea Culpa
64,304421,F,2.1,9.1,Mina
65,257000,F,2.1,8.6,Flea Bags
66,469747,F,2.3,7.9,Hades
67,583255,F,2.6,12.4,Helena Diamond Onyx
68,611155,F,2.7,11.3,Lil' Buddy
69,942531,F,2.3,7.4,Rhoda
70,289975,F,2.2,9.1,Stop-That-You-Little-Bastard
71,294188,F,2.4,9.0,Be Be
72,896302,F,2.4,9.1,Cilla
73,853665,F,2.0,8.8,Felinoid
74,298538,F,2.0,9.2,Fuji
75,596136,F,2.2,7.9,Henry
77,542754,F,2.7,9.3,Big Dog
78,777865,F,2.1,9.3,Saber-Tooth
79,624132,F,2.3,8.1,Brew
80,809341,F,2.3,9.8,Nalii
81,870007,F,2.5,8.4,Hotpoint
82,968143,F,2.4,7.4,Formless Spawn
84,962950,F,2.4,8.6,Fitts
85,152319,F,2.5,8.8,Rabbit
86,357402,F,2.5,8.6,Chispa
87,697540,F,2.3,7.7,Porsha
88,994842,F,2.3,7.2,Walrus
89,543638,F,2.2,10.9,Boffin
90,748666,F,2.4,9.8,Rabindranath
91,113103,F,2.4,9.9,Kayleigh
92,812974,F,2.3,9.0,Lisa Marie
93,790442,F,2.3,9.3,Hajja
94,119896,F,2.3,12.3,Rip Van Winkle
95,729435,F,2.2,8.7,Bocephus Twilliger
96,236831,F,2.2,8.0,Munchykin
97,156804,F,2.6,12.1,Ben Hur
98,759632,F,2.8,10.9,Lisa-Marie
99,327770,F,2.3,9.2,Apogee
0,343763,M,3.3,15.3,Puttintat
1,965102,M,3.6,12.5,Melanistic
2,253493,M,2.6,11.7,Pokey
3,922753,M,2.4,7.5,Snap
4,234151,M,3.2,12.6,Funguy
5,523734,M,2.5,9.0,One-eyed Jack
6,109275,M,3.1,13.2,Mario
8,298147,M,3.6,13.7,Khamu
9,866062,M,3.2,11.1,Cat Dirt
10,433607,M,2.5,9.8,Maggi
11,566871,M,3.3,11.7,Babar
12,188791,M,3.3,14.7,Aspirin
13,981775,M,2.9,11.4,Zombie
14,792633,M,2.7,7.8,Zalian
15,952942,M,3.2,10.6,Zion
16,745655,M,2.9,12.4,Nezumi
17,710031,M,2.8,11.1,Jat
18,955241,M,2.8,9.7,Lolly
19,215078,M,3.3,13.0,Jazzie
20,483712,M,2.9,13.5,Maybelline
21,728984,M,2.9,13.7,Squinklemeyer Jones
22,107931,M,2.5,11.8,Mugwump
23,377639,M,2.5,12.1,Noddy
24,413911,M,3.8,12.6,Hannibal
25,771073,M,3.5,15.4,Fan-Fan the Van
26,616210,M,3.6,9.7,Azour Mavreen
27,685760,M,3.5,13.8,Grumpy
28,692896,M,2.4,7.4,Puss Puss
29,763158,M,2.7,9.5,Mr. Men
30,749290,M,3.8,13.3,Dowdiddie
31,601801,M,2.7,7.2,Bubba Gump
32,769036,M,3.0,12.7,Bright
33,430948,M,3.8,15.0,T-Bone
34,391171,M,3.3,12.9,Elbee
35,180316,M,2.9,11.3,Quark
36,351499,M,2.4,10.7,Weston
37,753645,M,2.5,10.1,Bear-we-got(ski)
38,853700,M,3.2,13.4,Minnie Moo Lazy
39,838621,M,2.4,7.4,Stout
40,130784,M,3.4,11.0,Domino Odile
41,518072,M,2.3,9.5,Slickers
42,378976,M,2.9,8.4,Sambrina
43,142535,M,2.9,8.8,Kaa'I
44,462314,M,3.2,13.6,Six Toes
45,647156,M,3.2,10.0,Gracie
46,786143,M,2.9,10.8,Cuervo
47,268311,M,2.9,9.5,Sook
48,751931,M,3.0,11.2,Bag
49,623388,M,3.0,8.6,Senior Assistant Mouser
50,206664,M,3.0,11.8,Little Wing
51,520589,M,3.4,9.0,Meowsapuss
52,779281,M,2.8,7.7,Magnificat
53,941824,M,3.1,7.2,Elanna
54,809629,M,3.1,11.9,Bifakitty
55,832989,M,2.7,8.3,Alladin
56,800541,M,2.5,8.5,H.A.K. (Hugs And Kisses)
57,402449,M,2.3,8.0,Maxlie
58,997405,M,3.0,12.4,Gerbil
59,942911,M,3.0,12.8,Fisch
62,234925,M,2.9,10.6,Kissy
63,393337,M,2.9,11.0,Simone
64,907145,M,2.6,7.8,B.B. Kat
65,776007,M,2.8,8.9,Friskey
66,850647,M,3.0,13.5,Fifi
67,346450,M,3.4,12.7,Intel Inside
68,404793,M,3.2,12.4,Seamus
69,232313,M,3.3,15.3,Sandler
70,799197,M,2.8,9.9,Catzilla
71,925624,M,3.0,12.0,Hillary
72,172483,M,2.6,11.5,Sasha-Pasha
73,909137,M,2.4,10.0,Livy
74,464571,M,2.7,8.1,Tonka
75,637334,M,3.0,14.1,Blu
76,118449,M,3.0,7.9,Backstreet Blues
77,967250,M,4.1,17.8,Mira
78,934519,M,3.2,11.5,Loli
79,752199,M,3.2,10.4,Michael
80,191689,M,3.8,14.3,Waddles
81,205896,M,2.1,10.8,Psycho Kitty
82,610493,M,2.3,7.6,Smack
83,777750,M,2.6,10.1,Myron Henry Miracle
84,373983,M,4.1,15.6,Yonori
86,396472,M,2.6,10.4,Love-Pig
87,370232,M,3.5,14.5,Charli Lickin Dickens
88,193261,M,2.3,9.5,Skittles
89,262156,M,3.4,14.8,Honcho
90,138847,M,2.2,8.0,Taro
91,703708,M,3.0,13.2,Callieboo
92,928848,M,2.0,4.6,Baron
93,283027,M,2.4,10.9,Denzil
94,230862,M,3.0,9.6,Tamina
95,369747,M,3.1,9.4,Her Royal Highness
96,286655,M,2.3,7.1,Mouser Pounce-Fast
97,496480,M,2.8,9.6,Zoid
98,617536,M,3.0,10.0,Vegas
99,167837,M,3.3,12.3,Chumley
100,997065,M,2.6,15.3,Katherine
101,768341,M,3.1,15.7,Quentin
102,667498,M,2.5,8.8,Rikki
103,537293,M,2.1,6.5,Burlington
104,732401,M,3.5,13.3,Miss Sarah Vaughan
105,656210,M,2.8,12.8,Fruitstew
106,407766,M,3.2,13.2,Simba Kie
107,464292,M,3.2,11.2,Lukin
108,787521,M,2.4,8.0,Kacee
109,923784,M,3.4,11.7,Sprout
110,137996,M,3.8,13.4,Swampy
111,332997,M,3.4,13.4,Angelface
112,182496,M,2.0,7.0,Oranges
113,434626,M,3.3,13.2,Purrl
114,640430,M,2.4,9.2,Tuffy
115,229083,M,2.8,11.2,Money Honey
116,845475,M,2.6,10.7,Krispies
117,179232,M,2.9,11.8,Andaconda
118,280998,M,4.0,14.2,Sim-shin
