,ID,Sex,Bwt,Hwt,Name
0,460399,F,2.5,11.4,Tarquin
1,726987,F,2.5,9.9,Zentaur
2,286332,F,2.8,11.0,Maliboo
3,898668,F,1.6,6.8,Fletcher
4,543851,F,2.4,9.0,Zag
5,969697,F,2.6,12.2,Epsilon
6,970625,F,2.4,8.7,Merlan
7,838611,F,2.3,10.4,Walter
8,104577,F,1.9,9.2,Starstruck
9,178677,F,2.5,7.2,Madoki
10,945052,F,2.2,9.6,Suibne
11,421618,F,2.2,11.5,Quickpounce
12,652894,F,2.7,8.1,Cuca
13,992299,F,2.0,8.7,Sabella
14,634373,F,2.2,10.3,Kubala Khan
15,965559,F,2.3,9.5,Rah Rah
16,123155,F,2.8,8.3,Poppie
17,246223,F,2.2,8.1,Oki
18,628990,F,2.7,10.6,Rhoda
19,380919,F,2.9,11.7,Fidel Catsro
20,722751,F,1.9,9.3,Ushki
21,403303,F,2.5,10.1,Alton
22,562043,F,2.3,9.2,Millicent
23,540927,F,2.0,9.6,Soxy
24,179946,F,2.3,9.8,Brightness
25,416424,F,2.6,10.2,Woois
26,777961,F,2.6,8.4,Foo-be-doo
27,146097,F,2.6,10.2,Johnny 5
28,967580,F,2.1,8.2,BuBu
29,141999,F,2.4,11.3,Donneybrook
30,225558,F,2.1,8.7,Exodus
31,844339,F,2.1,8.5,R.I.C.O. (Relaxing Interesting Cuddly Observant)
32,851166,F,2.0,7.8,Ord
33,578062,F,2.2,9.1,Shaquille O'Neil
34,601094,F,2.1,11.2,Ashley
35,886967,F,2.3,10.1,Big Boy
36,145991,F,2.2,8.7,Stumpy
37,588026,F,2.6,10.6,Goronwy
38,689722,F,2.3,8.6,Am-fats
39,171902,F,2.5,9.0,Cyrano
40,132450,F,2.4,10.2,Jake
41,625363,F,2.4,8.6,Merissa
42,508652,F,2.8,10.1,Kilby
43,439157,F,2.2,9.7,Frederick
44,948694,F,2.1,10.3,Maud
45,138598,F,2.2,7.7,Templeton
46,740987,F,2.0,8.4,Couscous
47,816673,F,2.7,10.6,Beau Cat
48,451506,F,2.0,7.0,Napy
49,162241,F,2.5,8.5,Lenie
50,630116,F,2.5,7.9,Mel
51,431585,F,2.4,7.1,Bonzo Jolson
52,393983,F,2.4,7.5,Dutchess
53,304027,F,2.4,9.1,Beau
54,351404,F,2.1,9.5,Umma
55,479225,F,2.1,8.1,Samori
56,378108,F,2.2,8.8,G.S.C.
57,195909,F,1.9,7.2,Tailchaser
58,433115,F,2.2,8.0,Rudolph
59,629980,F,1.9,9.3,Half Moon
60,559811,F,2.5,10.0,Benjamin
61,384816,F,2.4,7.9,Silvio
62,477387,F,2.8,10.6,Rogue
63,682517,F,2.2,7.8,Esther
64,162540,F,2.2,7.9,Ruby Jean
65,135769,F,3.1,11.0,Niah
66,635109,F,2.7,8.6,Dasiy-May
67,488072,F,2.1,8.5,Fury
68,423190,F,2.4,9.0,Tiger Two
69,976007,F,2.6,9.1,Udi
70,501002,F,2.3,8.2,Sanani
71,274153,F,2.6,10.2,Negro
72,861288,F,2.1,9.5,Furman
73,643159,F,2.2,7.6,Dalmation
74,620262,F,2.7,10.5,Cat!
75,760973,F,2.5,10.2,Trekky
76,383732,F,2.2,8.2,Rooikat
77,345389,F,2.4,9.3,Karen
78,171745,F,2.3,8.6,Breezy
79,258754,F,2.4,9.0,Ah Puch
80,498482,F,2.2,8.4,Ashley Wilkes
81,815902,F,2.0,9.1,Shadow
82,235346,F,2.4,10.5,Whoosey
83,949523,F,2.0,5.8,Speed Bump
84,581011,F,2.5,8.0,Lilac Rose
85,562579,F,2.5,9.5,Oleo
86,145570,F,2.4,9.5,Bern-stein
87,762268,F,2.6,11.1,Shirley Temple
88,555027,F,2.1,7.7,Witty Kitty
89,682015,F,2.2,8.2,Belka
90,517847,F,2.1,10.0,Midnite
91,119225,F,2.6,8.7,Fanny
92,593794,F,2.5,9.8,Boy-Ing-Goh
93,926200,F,2.1,9.3,Smores
94,142468,F,2.1,7.8,Indypinnykinnykins
95,236986,F,2.3,9.2,Bardee
96,674598,F,2.3,10.0,Ricky Ricardo
97,933717,F,2.6,9.7,Ichabod
98,381369,F,2.1,9.8,Ross
99,978671,F,1.9,8.7,Dionis
100,413778,F,2.3,8.2,Matzo
101,898047,F,2.2,7.0,Chiara
102,416282,F,2.0,7.3,Lana McCheese
103,865131,F,2.3,10.4,Gin Gin
104,317180,F,2.6,11.2,Keesha Julian
105,726380,F,2.0,10.4,Cheeser
106,478238,F,2.0,7.1,Etude Selene Vanadis Meri Ubastet
107,264618,F,2.7,10.4,Shining Star
108,349390,F,2.6,10.2,Romola
109,431317,F,2.0,9.1,Big Bad Baby Beau
110,612911,F,2.6,11.4,Ham Sandwich
111,377422,F,2.3,8.2,Acat
112,279564,F,2.2,6.1,Mingo
113,981481,F,2.5,10.9,K-mart
114,589174,F,2.1,9.7,Sacco The Amazing Fetch Kitty
115,773047,F,2.4,11.2,Kaleidoscope
116,695923,F,2.5,8.7,Butterfingers
117,844665,F,2.0,8.3,Harper
118,758638,F,3.0,9.6,Mouseman
119,871648,F,2.6,9.2,Goetta
120,583156,F,2.6,10.3,Gung Ho
121,386252,F,2.4,7.8,Xina
122,931255,F,2.4,9.9,Daddy Woo
123,837865,F,2.0,9.2,Ningeluu Mallaguuga
124,278991,F,2.2,9.3,Smushy
125,728914,F,2.1,8.5,Looby
126,722480,F,2.0,6.2,Godzilla
127,666272,F,2.6,10.9,Duma
