,ID,Sex,Bwt,Hwt,Name
0,510451,F,2.6,8.3,Old D
1,839531,F,2.1,9.2,Oakley
2,901414,F,2.2,9.1,Della
3,265031,F,2.4,7.9,Nelda
4,511891,F,3.0,10.3,Ferreo
5,803242,F,2.4,8.9,Dravyn
6,511742,F,2.4,8.7,Ermac
7,582876,F,2.0,9.4,Spitfire
8,270913,F,2.8,11.4,Adakin Skywalker
9,845548,F,2.7,7.8,Chippie
10,693121,F,3.0,10.4,Zenobia
11,720820,F,2.6,10.7,Edy
12,381856,F,2.2,9.5,Linus
13,253984,F,2.3,8.4,Fat Baby Racoon
14,567128,F,2.3,9.1,Kya
15,148000,F,2.7,8.1,Gallahad
16,742052,F,2.5,10.7,Mary-Ann
17,400269,F,2.7,8.8,Lass
18,815623,F,2.2,9.0,Ada
19,375127,F,2.3,9.1,Wrangler
20,689571,F,2.2,7.9,Goodie Four-Paws
21,439771,F,2.2,7.1,Gingersnap
22,583098,F,2.0,9.0,Pig Kitty
23,229351,F,2.3,9.0,Nin~O
24,638935,F,2.1,9.1,Isha
25,750800,F,2.5,11.0,Alla
26,617914,F,2.7,7.9,Chas
27,610666,F,2.4,8.5,Black Mamba
28,516833,F,2.0,8.2,Pascht
29,927761,F,2.3,9.1,Sputza Kitty
30,257579,F,2.8,12.1,Hastle
31,171833,F,2.2,8.8,Gweniviere
33,162223,F,2.7,9.1,Wart
34,763900,F,2.6,11.1,Honda
35,422061,F,2.7,9.9,"E.T. (""Extra Toe"")"
36,240959,F,2.1,9.5,Bohumil
37,477926,F,2.7,10.8,Prana
38,768030,F,2.2,8.4,Lee
39,539097,F,2.4,6.3,Owas-sa
40,843551,F,2.4,8.1,Orion
41,629809,F,2.4,8.7,Musli
42,491526,F,2.0,7.8,Kesha
43,114457,F,2.1,7.2,T.S. Ellicat
44,126441,F,2.4,10.8,Fridolin
45,421599,F,2.0,7.3,Veenee
46,181329,F,2.2,9.5,Emerald Island Girl
47,547332,F,2.1,9.0,Mogadon
48,432101,F,2.5,10.1,Pup
49,953113,F,2.5,11.8,Spot
50,252137,F,2.6,10.9,Bitty
51,640992,F,2.3,9.6,Orpheus
52,846453,F,2.6,9.6,Fergus
53,413953,F,2.9,10.2,Jean-Clawed Kitty
54,515357,F,2.2,10.9,Kendall
55,964694,F,2.1,9.7,Tizer
56,482626,F,2.5,10.2,Gooch
58,677671,F,2.2,7.6,Kisha
59,961535,F,2.3,8.7,Sir Lancelot
60,914609,F,2.2,7.8,Jubilee
61,896261,F,2.2,9.9,Watkins
62,736253,F,2.4,10.3,Tripod
63,653798,F,2.8,10.8,Rey
64,468833,F,2.8,10.4,Squeeky
65,310150,F,2.3,10.1,Franny
66,958529,F,2.2,7.5,Mozart
67,210790,F,2.8,10.1,Paprika
68,645825,F,2.4,9.3,Pork Boy
69,867079,F,2.3,10.5,Lilla Tabycat
70,587828,F,2.2,7.4,Alanna
71,575322,F,2.4,9.8,The Duke Alexander Blue
72,763898,F,2.5,9.9,Snugglepuss
73,307789,F,2.0,6.4,Tish
74,597675,F,2.4,9.9,Nitro Glitter
75,187526,F,2.5,9.8,Rhinestone
76,914577,F,3.2,12.1,Snickle Fritz
77,224068,F,2.6,11.3,Matra
78,383030,F,2.0,8.5,Sierra
79,519666,F,2.2,10.3,Patchouli
80,993387,F,2.6,10.6,Vivi
81,602747,F,2.2,10.1,Zigger
82,277034,F,2.3,8.4,Freud
83,487376,F,2.7,11.2,Big Skinny Cat
84,940296,F,2.1,8.1,Baby Cakes
85,177201,F,2.5,9.1,Formless Spawn
86,600838,F,2.0,8.5,Daaaleeeeeeeeaaaaaaaaaa
87,486145,F,2.6,9.0,Winnie Pooh
88,898748,F,2.2,9.3,Klaus
89,232831,F,2.4,10.0,King Grumble The Good
90,809723,F,3.0,11.7,Peanutbutter
91,441672,F,2.6,11.7,Michel
92,182517,F,2.2,9.0,Beard
93,845217,F,2.2,8.4,Girl Power
94,121990,F,3.0,10.6,Hastings
95,693987,F,2.0,7.7,Doggs
96,253114,F,2.5,9.4,Kingmidas
97,438969,F,2.1,8.0,Flop
98,167895,F,2.0,9.1,Fontana
99,478918,F,2.0,6.7,Scuma
0,717481,M,3.0,12.4,Skids
1,512775,M,3.0,12.0,Monk
2,313071,M,3.4,11.6,Venus
3,651567,M,2.8,12.5,Rica
4,642267,M,3.3,11.9,Cotton Candy
5,865076,M,3.1,8.7,Tippy Toe Chin
6,410502,M,2.9,11.7,Honda
7,926119,M,2.4,10.8,Fuffly
8,861301,M,2.4,6.5,Norka
9,694979,M,2.4,10.4,Pooddy Tat
