,ID,Sex,Bwt,Hwt,Name
0,161700,F,2.2,6.9,Moglet
1,601621,F,2.1,8.9,Maule
2,736735,F,2.1,10.0,Serve
3,373301,F,2.7,9.8,Boogie Oogie Oogie
4,184787,F,2.2,7.7,Shepherd
5,743062,F,2.8,9.4,Tiffany Marie
6,260669,F,2.7,10.2,Red Butler
7,656122,F,2.5,11.5,Meow
8,582521,F,2.7,11.5,Opal
9,961720,F,2.1,7.9,Honeybunny
10,293627,F,2.2,9.4,Benazir
11,122671,F,2.3,8.0,Vincent Chase
12,883726,F,2.6,9.8,Whitney
13,502755,F,2.4,8.1,Sir Winston Whines-A-lot
14,107764,F,2.6,11.5,Church
15,763455,F,2.2,9.2,Snow Princess
16,756035,F,2.4,8.4,Zurich Direct
17,769077,F,2.3,7.5,Tigger Lynn
18,869445,F,2.7,10.3,Typhoo
19,562519,F,2.2,11.3,Cigunia
20,185713,F,2.2,8.4,Midi
21,815296,F,2.4,9.4,Mavra
22,782911,F,2.2,7.7,Keko-T
23,220766,F,2.2,8.6,Zorka
24,547490,F,2.4,9.4,Phoebe Phrankenfeet
25,380469,F,2.4,7.8,Tashie
26,934326,F,2.6,9.6,Mr. Uhtman
27,752431,F,2.6,10.8,Noonie
28,267523,F,2.6,8.4,Jada John Jaquin Orlando Lance Oprah Pacey Dawson Joey Brown
29,905713,F,2.8,10.5,Nuebby
30,964860,F,2.3,7.7,Eaton
31,644553,F,2.7,10.6,Selma
32,105474,F,2.4,8.5,Nibblet
33,456955,F,2.5,10.1,Kenan
34,959021,F,2.5,8.2,Old Sweetie
35,726649,F,2.2,8.2,Cuckoo
36,236328,F,2.5,10.4,Kokomo
37,726192,F,2.1,8.8,Fisby
38,147061,F,2.3,8.6,Miss Kitty
39,103322,F,2.4,9.1,Ethiopian Cat
40,629803,F,2.3,8.6,Yoda
41,813503,F,2.6,10.1,Akamai
42,166529,F,2.4,9.8,Conga
43,922478,F,2.7,11.6,Swedish Pie
44,440470,F,2.6,9.9,Fog
45,908533,F,2.0,9.6,Area 51
46,633445,F,2.4,11.3,Quasimodo
0,611534,M,2.7,10.3,Tasch
1,452104,M,2.8,12.8,Cuddlefudge
2,824697,M,3.5,11.3,Sticky
3,524220,M,2.5,8.3,Axon
4,744238,M,2.6,9.1,Mea
5,546205,M,3.1,12.2,Cobber
6,150968,M,2.9,12.7,Highway
7,125345,M,2.8,10.3,Ixtab
8,802034,M,3.6,14.8,Keno
9,334062,M,3.3,13.8,Catkin The Craven
10,330821,M,3.5,11.9,Lido
11,740816,M,3.0,8.2,Zoroaster
12,634700,M,3.5,13.9,Christina
13,978582,M,2.4,6.6,Buglet
14,903581,M,2.5,10.5,Dodecahedron
15,486280,M,2.1,10.0,Sheriff
16,345542,M,2.2,9.1,Riz
17,650327,M,2.1,8.6,Bone
18,368003,M,3.3,14.8,Kaiten
19,162727,M,3.1,12.7,Shoeless
20,627093,M,2.8,9.7,Trent
21,312515,M,3.6,11.9,Paula
22,469644,M,2.2,11.6,Jilley
23,700716,M,3.5,15.8,Marley
24,607586,M,3.2,13.8,Zorka
25,927303,M,3.0,9.6,Kiowa
26,138950,M,2.8,11.7,Kula
27,610873,M,2.5,7.6,Griffin
28,726490,M,2.5,11.3,Georgina
29,945385,M,3.0,9.8,Puffin
30,422495,M,2.2,6.9,Bette Davis
31,662648,M,2.0,7.3,Uncommon
32,798519,M,2.2,7.5,Cissy-Kitty
33,858591,M,3.5,18.7,Kitto
34,787791,M,2.8,10.7,Tuff Stuff
35,895423,M,3.8,14.0,Po Po
36,497742,M,2.6,12.2,Jose
37,311569,M,2.6,10.1,Topo
38,363698,M,2.6,10.5,Cinamin
