,ID,Sex,Bwt,Hwt,Name
0,773937,F,2.2,6.9,Tahiti
1,162085,F,2.1,8.9,Stubby
2,699637,F,2.1,10.0,Meowski
3,702804,F,2.7,9.8,Furari
4,108595,F,2.2,7.7,Imani
5,219839,F,2.8,9.4,Turtle
6,242122,F,2.7,10.2,Tchikovsky
7,473126,F,2.5,11.5,Silvio
8,835201,F,2.7,11.5,Figment
9,962662,F,2.1,7.9,Wackey Cat
10,724065,F,2.2,9.4,Sinclair
11,447378,F,2.3,8.0,Cutey Button
12,454024,F,2.6,9.8,Grumbleduke
13,935517,F,2.4,8.1,Ying
14,514074,F,2.6,11.5,Mud duck
15,400326,F,2.2,9.2,Purple
16,596592,F,2.4,8.4,Kunta Kinte
17,950199,F,2.3,7.5,Choo Boo
18,551651,F,2.7,10.3,King Arther
19,848126,F,2.2,11.3,Caitlin
20,992442,F,2.2,8.4,Pipsqueek
21,298717,F,2.4,9.4,Chipmeister
22,997687,F,2.2,7.7,Lemmy
23,499218,F,2.2,8.6,Tick Tock
24,753949,F,2.4,9.4,Piggly Wiggily
25,277431,F,2.4,7.8,Babytat
26,625789,F,2.6,9.6,Lindy
27,659521,F,2.6,10.8,Sammie
28,433613,F,2.6,8.4,Jungle Jim
29,160962,F,2.8,10.5,Smokie
30,965408,F,2.3,7.7,Missan
31,996818,F,2.7,10.6,Feona
32,640830,F,2.4,8.5,Tatonka
33,926939,F,2.5,10.1,Dane Grey
34,280266,F,2.5,8.2,Itty-Bits
35,140741,F,2.2,8.2,Uber
36,820705,F,2.5,10.4,Bugs
37,980167,F,2.1,8.8,Freak
38,596304,F,2.3,8.6,Evel
39,930496,F,2.4,9.1,Yes
40,144221,F,2.3,8.6,Orbit
41,615935,F,2.6,10.1,Mousse
42,798733,F,2.4,9.8,Bullwinkle
43,595080,F,2.7,11.6,Butterscotch
44,507409,F,2.6,9.9,Invisible
45,272520,F,2.0,9.6,Quirp
46,453417,F,2.4,11.3,Gilmore
47,440407,F,2.5,9.7,Rhett Butler
48,178703,F,2.5,8.4,T.M. (Thomas Magnum)
49,927975,F,2.5,10.8,Ultimate Warrior
50,835205,F,2.5,10.4,Honky-Tonk
51,781116,F,2.2,8.8,Meme
52,839454,F,2.5,8.5,Dozer
53,691407,F,2.4,9.7,Hedgehog
54,779407,F,2.2,7.9,Rand
55,314541,F,2.1,10.9,Melquiades
56,226948,F,2.0,7.8,Big Fat Yellow Cat aka Ringo
57,482814,F,2.5,11.7,AristoCat
58,684959,F,2.6,9.6,Madchen
59,282421,F,2.9,9.9,Calvert
60,121758,F,2.8,10.4,Jo Jo
61,111525,F,2.8,10.6,Bond James Bond
62,889726,F,2.3,7.4,Roxanna
63,809498,F,2.3,8.5,Celestial
64,613152,F,2.4,10.1,Keyter
65,709346,F,3.0,9.0,Dane
66,321471,F,2.2,6.8,Kila
67,993177,F,2.3,7.9,Moe Ellen Jeanmarie
68,195059,F,2.2,10.1,White
69,189321,F,2.4,9.0,Toto
70,355806,F,2.4,11.2,Zoom Zoom
71,711157,F,2.7,9.2,Slinker
72,126380,F,2.2,10.0,Tiny Tim
73,262575,F,2.7,11.6,Sprinkles
74,185825,F,2.8,11.3,Toussaint
75,632382,F,2.7,11.3,Nemo
76,636732,F,2.4,9.5,Kodesh
77,739378,F,2.7,8.8,Tchikovsky
78,714288,F,2.6,9.9,Fur Elise
79,775593,F,2.5,9.6,Meow Tse Tounge
80,443704,F,2.2,8.7,Zoomi
81,776805,F,2.7,10.2,Elenore
82,833392,F,2.1,9.2,Thermal
83,859886,F,2.8,9.2,Oberon-Smiley
84,398180,F,2.9,10.1,Pamplemousse
85,140966,F,2.2,8.8,Bad Kitty
86,827150,F,2.2,9.2,Wild Bill
87,492206,F,2.5,9.6,Smudges
88,174159,F,2.7,11.7,Eurydice
89,131815,F,2.1,7.9,Lelu
90,356256,F,2.5,9.0,Houlie
91,911051,F,2.3,8.4,Butternut
92,119651,F,2.2,7.3,Tappy
93,190461,F,2.5,12.5,Massander
94,970558,F,2.5,10.0,Askhim
95,887723,F,2.6,10.0,Booker
96,165297,F,2.7,10.5,Cerebus
97,487595,F,2.2,8.0,Franchesca
98,992613,F,2.1,7.5,Moe Moe
99,603163,F,2.5,10.0,Mr. Bentley
100,332424,F,2.5,8.9,Tenzlaa
101,204365,F,2.4,7.8,Mr. M.
102,289055,F,2.6,10.5,Eleanor Roosevelt
103,931875,F,2.2,8.5,Galloise
104,778829,F,2.2,7.6,Abcat
105,726013,F,2.8,8.9,Urban
106,814313,F,2.6,11.3,Tui
107,582160,F,2.2,10.1,Mishimi
108,222574,F,2.2,8.7,Dewdrop
109,302336,F,2.2,11.0,Sponge Bob Square Pants
110,381427,F,2.8,10.2,Miss Penny
111,871404,F,2.6,11.0,Crunchie
112,677694,F,2.3,9.1,Catilda
113,313937,F,2.2,9.3,Wolfie
114,959483,F,2.7,10.4,Skosh
115,887564,F,2.7,10.5,Inkus Stinkus Domininkus
116,509190,F,2.8,10.5,Sheik Djobouti
117,700035,F,2.4,9.1,Little John
118,966416,F,2.4,9.6,Perzazz
119,940885,F,2.6,8.6,Dundee
120,126523,F,2.4,9.6,Tails
121,800550,F,2.4,11.2,Mundo
122,132419,F,2.2,7.2,Magnificat
123,580792,F,2.3,9.7,Spot
124,767228,F,2.9,9.2,Truckeer Star
125,804640,F,2.6,7.6,Charley
126,469264,F,2.7,10.6,Cake
127,967736,F,2.2,8.5,Goustav
128,461700,F,2.8,10.3,Alphie
129,550475,F,2.4,6.7,Odette
130,931796,F,2.6,8.9,Tapanga
131,551780,F,2.1,9.6,Lipstick
132,919395,F,2.6,8.8,Poo-Poo
133,727211,F,2.4,8.6,Regalo
134,703482,F,2.5,9.1,Savvers
135,902594,F,2.8,11.1,Ursula
136,665410,F,2.6,11.3,Jissy
137,609742,F,2.3,7.2,Tooter
138,762879,F,2.2,8.0,Topaz
139,418169,F,2.6,12.3,Sophie Lilac
140,813324,F,2.2,9.4,Whoopie Goldpurrs
141,820338,F,2.9,10.8,Zadi
142,903303,F,2.0,8.8,Cesser
143,958821,F,2.4,9.5,Porky Pig
144,598655,F,2.8,11.5,Charger
145,738986,F,2.4,10.7,Hera
146,983085,F,2.9,10.6,Sue Ellen Mewing
147,420390,F,2.8,9.4,Symphony
