,ID,Sex,Bwt,Hwt,Name
0,230649,F,2.3,7.6,Slut Cat
1,390032,F,2.6,10.2,Nezumi
2,507232,F,2.5,7.9,Elisei
3,816020,F,2.6,10.1,New Kitty
4,161573,F,2.7,10.2,Hon
5,817606,F,2.6,12.3,Yosemite Sam
6,472237,F,2.8,9.2,Mr. M.
7,346829,F,2.2,7.4,Obstinate
8,914675,F,2.3,8.3,Fianne
9,142033,F,2.2,8.9,Wild Thing
10,627662,F,2.4,11.3,Fedora
11,508539,F,2.5,11.5,T.M. (Tex Mex)
12,206138,F,2.4,9.6,Toukie
13,204631,F,2.1,9.2,Bourbon Street Cat
14,247002,F,2.5,9.6,Applejack
15,508693,F,2.5,9.5,BooBoo
16,604024,F,2.2,8.1,Lips
17,539356,F,2.3,9.7,Ness
18,607233,F,2.9,9.0,Riel
19,134258,F,2.4,9.5,Greg
20,567634,F,2.8,10.6,Good Bye
21,628560,F,2.5,11.7,Rhubarb
22,810150,F,2.6,11.6,Truman
23,154312,F,2.7,10.7,Freaker Beaker
24,610434,F,2.3,11.0,Keepurrs
25,619949,F,2.0,8.8,Panzer
26,435751,F,2.1,6.5,Suki
27,247800,F,2.9,11.3,Kithic
28,339782,F,2.5,8.1,Tumblebrutus
29,514556,F,2.3,8.4,Koontah Kintay
30,889636,F,2.4,10.3,Primo
31,859431,F,2.4,8.0,Albert
32,878524,F,2.2,9.0,Wilkerson
33,224239,F,2.4,10.1,Boingo
34,595313,F,2.2,9.7,Luschia
35,131411,F,2.3,10.2,Nasty
36,923519,F,2.6,10.8,Slick Willie
37,216640,F,2.0,9.9,Bubba Jr.
38,871357,F,2.3,9.4,Halc
39,211720,F,2.2,10.9,Zanza
40,749039,F,2.7,9.7,Drusilla
41,239386,F,2.2,7.6,Silly Maybelline The Acid Queen
42,689425,F,2.2,7.7,Dashka
43,259205,F,2.7,9.6,Catawba
44,269439,F,2.2,9.4,Guybrush
45,724249,F,2.4,10.0,Classy
46,904477,F,2.4,10.7,Jeremy
0,116607,M,2.4,7.9,P-Bear
1,687086,M,2.5,10.7,Veggie
2,480576,M,3.2,12.6,Krazy Kat
3,851985,M,2.7,10.0,Lucy Belle
4,114235,M,3.0,11.2,Zebbie
5,477958,M,2.8,12.1,Summer Cherry
6,582475,M,2.5,6.3,Mennis
7,576322,M,2.1,7.5,Satana
8,367434,M,2.4,8.3,Anowa
9,697819,M,3.2,13.2,Dita
10,908683,M,3.7,13.6,Invisible
11,347939,M,2.9,11.5,Lots-O-Dots
12,332206,M,3.0,12.0,Nancy Drew
13,142540,M,3.2,15.3,Piney
14,593575,M,2.9,11.7,Nancy Drew
15,930008,M,2.8,9.5,Cubby
17,788121,M,2.4,8.2,Minny
18,604806,M,3.0,13.2,Little Knucklebump
19,237118,M,3.1,13.2,Hyper Kitty
20,152442,M,2.5,10.8,Chubfish
21,615235,M,2.7,10.2,Don Diego de la Vega
22,158304,M,2.4,7.8,Smokey Jo
23,213759,M,3.2,12.7,Carrie Chapman Cattt
24,687632,M,2.3,7.6,Kuki
25,297523,M,3.7,12.7,Biscuit
26,625748,M,3.2,14.0,Epstein
27,605992,M,2.2,9.9,Trash Cat
28,942308,M,3.0,13.1,Arty
29,245889,M,3.1,7.9,Zoisia
30,166261,M,2.3,5.4,Mother Teresa
31,761866,M,3.1,14.3,Amelie
32,139002,M,2.4,10.3,Tort
33,218836,M,2.6,9.7,Imshi
